Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Population_mln,Life_expectancy
Guinea-Bissau,Africa,2018,75.9,120.2,290.506,1.48,54.1
Bahrain,Middle East,2020,10,11.6,83.6925,0.74,74.8
Norway,Rest of Europe,2022,2.4,2.9,60.485,5.08,81.8
Sri Lanka,Asia,2021,13,15.1,137.477,19.22,73.8
Peru,South America,2018,29.3,38.2,153.5785,26.46,71.1
Mauritania,Africa,2019,61.2,95.6,212,3.49,62.5
Kenya,Africa,2022,50.8,81,431.137,35.64,53.5
"Micronesia, Fed. Sts.",Oceania,2018,30.8,37.8,184.963,0.11,64.6
United Kingdom,Rest of Europe,2019,5.5,6.4,86.493,59.12,78
Lithuania,European Union,2019,4.9,6,191.1515,3.1,73.3
Australia,Oceania,2021,3.6,4.3,60.0415,22.73,82
Barbados,Central America and Caribbean,2023,14.4,15.7,116.6365,0.28,77.9
Togo,Africa,2023,66.3,103.1,330.64,5.61,54.6
Uruguay,South America,2021,8.6,10,109.0375,3.38,77
Thailand,Asia,2021,10.6,12.4,154.351,67.84,75
Georgia,Rest of Europe,2019,12.7,14.2,170.768,3.79,71.5
Jordan,Middle East,2019,17.2,20.1,115.693,7.26,73.4
Cameroon,Africa,2022,79.7,130.6,394.661,17.26,52.3
Jamaica,Central America and Caribbean,2016,16.5,19.2,146.556,2.77,74.1
Bolivia,South America,2015,40.8,52.9,216.0405,9.4,65.9
Belarus,Rest of Europe,2023,6.7,8.7,248.5795,9.66,68.9
Malta,European Union,2021,6.3,7.2,61.136,0.4,78.5
Mali,Africa,2021,93.3,168.3,313.3725,11.98,50.4
Vietnam,Asia,2022,17.8,22.2,127.4215,90.75,75
Kenya,Africa,2019,39.3,57.4,281.6775,42.03,61
Barbados,Central America and Caribbean,2015,14.3,15.6,114.561,0.28,78
Algeria,Africa,2015,27.6,32.1,114.4095,33.64,73.5
Denmark,European Union,2021,4.5,5.4,97.2905,5.39,77.1
Malaysia,Asia,2018,6.9,8.1,127.9145,27.74,74.3
India,Asia,2017,49.4,64.6,197.9155,1200.67,65.8
Sao Tome and Principe,Central America and Caribbean,2018,54.3,82,220.45,0.14,61.4
Barbados,Central America and Caribbean,2019,13.8,15,106.695,0.28,78.4
Cameroon,Africa,2021,81.7,134,402.4095,16.8,51.9
Ukraine,Rest of Europe,2022,13,15.1,269.69,47.45,68.2
Gabon,Africa,2021,50.2,77.8,323.9475,1.32,57.8
Germany,European Union,2021,4.1,5,90.053,82.53,78.4
Sao Tome and Principe,Central America and Caribbean,2023,39.3,55.5,208.017,0.16,64.7
Malawi,Africa,2019,92.9,160.5,581.009,11.43,45.2
Solomon Islands,Oceania,2021,24.9,29.8,208.273,0.45,68.5
Guinea,Africa,2017,77.6,123.3,299.6,9.74,55.6
Barbados,Central America and Caribbean,2022,13.5,14.6,101.5875,0.28,78.6
Spain,European Union,2016,3.6,4.4,71.7905,45.23,80.9
St. Lucia,Central America and Caribbean,2016,16.4,18.8,150.5345,0.17,74.4
Kazakhstan,Asia,2023,27.3,31,274.4505,15.15,65.9
El Salvador,Central America and Caribbean,2020,24.7,29.6,216.117,5.96,69.4
Australia,Oceania,2023,4.8,5.7,66.521,20.39,80.8
Portugal,European Union,2019,5.1,6.6,108.319,10.36,76.8
Eritrea,Africa,2019,39,55.1,289.377,3.17,62.2
Uzbekistan,Asia,2019,48.4,57.4,190.2825,24.96,67.4
Tajikistan,Asia,2016,41.7,48.8,151.8545,7.06,67.4
Canada,North America,2022,4.8,5.5,66.0915,35.08,81.7
Uganda,Africa,2020,47,71.6,340.7545,33.48,58.1
Slovenia,European Union,2018,2.8,3.4,88.8695,2.04,79
Djibouti,Africa,2017,65.9,81.2,286.076,0.82,59.1
Antigua and Barbuda,Central America and Caribbean,2023,10.6,12.9,146.703,0.08,75
Eswatini,Africa,2021,69.8,119.2,615.708,1.02,43.4
Slovenia,European Union,2018,4.6,5.5,120.8335,1.99,75.4
Estonia,European Union,2022,2.8,3.6,118.171,1.32,77.1
Kyrgyz Republic,Asia,2019,40.6,47.4,223.721,4.95,68.7
Mauritius,Africa,2022,13.1,15,146.3845,1.26,74
New Zealand,Oceania,2015,5.4,6.5,74.797,4.18,80
Ghana,Africa,2016,52.1,78,265.4325,22.96,59.7
Afghanistan,Asia,2019,87.9,125.2,304.858,21.61,56.3
Ireland,European Union,2016,3.9,4.6,73.766,4.4,79.6
Moldova,Rest of Europe,2018,26.2,31.5,241.2055,2.92,67
Rwanda,Africa,2018,109.5,185.2,442.3195,7.93,48.6
Suriname,South America,2017,21.7,24.4,184.945,0.52,69.9
"Gambia, The",Africa,2016,50,83.8,282.4125,1.64,58.7
Israel,Middle East,2018,5.6,6.9,78.6545,6.29,79
Solomon Islands,Oceania,2022,24.7,29.6,202.334,0.46,68.8
Botswana,Africa,2020,41.1,51.9,336.393,2.02,61.9
Brazil,South America,2022,23.5,26.5,171.4535,184.01,71.5
Brunei Darussalam,Asia,2015,7.7,9.5,93.9375,0.37,74.2
Moldova,Rest of Europe,2021,14.2,16.5,176.378,2.86,70.6
Bhutan,Asia,2022,47.2,61.2,260.832,0.64,64.5
"Yemen, Rep.",Middle East,2015,46.1,60.7,221.5195,26.5,66.1
Eritrea,Africa,2022,35.8,49.5,267.946,3.34,63.7
Iraq,Middle East,2021,33.7,41.8,172.033,25.64,68.6
Zambia,Africa,2015,46.9,67.7,302.822,15.88,61.7
Madagascar,Africa,2019,64.9,100.8,276.098,16.26,59.1
St. Vincent and the Grenadines,Central America and Caribbean,2020,19.1,21.9,182.1335,0.11,71
Kazakhstan,Asia,2015,10.6,11.9,182.111,17.54,72
Denmark,European Union,2019,4.7,5.6,101.2215,5.36,76.8
Mauritius,Africa,2018,16.6,18.8,172.883,1.19,71.7
Serbia,Rest of Europe,2015,5.4,6.3,114.328,7.1,75.3
Peru,South America,2023,20.6,26.5,141.9155,27.87,72.9
Solomon Islands,Oceania,2022,20.5,24.2,155.1685,0.57,71.6
United Kingdom,Rest of Europe,2021,5.3,6.2,84.179,59.65,78.4
Mauritania,Africa,2022,57.5,87.7,206.528,3.82,63.4
Belgium,European Union,2020,3.6,4.4,79.9355,11.04,80.6
Paraguay,South America,2015,19,22.3,145.351,6.69,73.7
Cuba,Central America and Caribbean,2018,5.2,6.5,95.7135,11.23,78.3
Malta,European Union,2020,5.8,6.6,54.9785,0.42,80.7
Kyrgyz Republic,Asia,2022,35.6,41.1,222.7265,5.1,68.2
Belgium,European Union,2023,4,4.9,88.2405,10.48,79
Bulgaria,European Union,2019,13.8,16.7,158.938,8.01,71.8
Slovenia,European Union,2019,4.3,5.2,121.8735,1.99,75.8
Guinea,Africa,2018,99.9,164.2,324.7675,8.24,51.2
Bolivia,South America,2023,43.1,56.2,219.8665,9.23,65.3
Saudi Arabia,Middle East,2019,17.7,20.7,107.6395,21.2,72.8
"Micronesia, Fed. Sts.",Oceania,2015,24.2,28.9,164.871,0.11,67.3
Morocco,Africa,2020,25.3,29.5,78.776,32.78,74.7
Montenegro,Rest of Europe,2022,9.9,11.4,133.3415,0.61,73.4
Hungary,European Union,2021,4.8,5.7,142.5135,9.92,75.1
Benin,Africa,2018,85,136.8,285.899,6.87,55.4
Vanuatu,Oceania,2020,24.5,29.3,141.3175,0.24,69.3
Belize,Central America and Caribbean,2023,13.9,16.1,176.8185,0.35,73.8
Samoa,Oceania,2021,16.8,19.7,162.7035,0.18,69.8
Lesotho,Africa,2019,70.5,108.8,605.593,2.04,46.2
Singapore,Asia,2020,2.6,3.4,73.007,4.18,78.6
Bolivia,South America,2019,53.1,71.3,235.6955,8.58,63.1
Russian Federation,Rest of Europe,2023,7.2,8.9,220.931,143.82,70.7
Seychelles,Africa,2021,11.8,13.7,172.5165,0.08,71
Lebanon,Middle East,2021,8,9.3,63.99,5.54,78.6
Chad,Africa,2021,80.6,139.8,371.3155,12.78,51.9
Belgium,European Union,2017,3.8,4.6,86.6285,10.71,79.7
Dominican Republic,Central America and Caribbean,2022,30.1,36.9,180.6505,8.97,70.5
Botswana,Africa,2022,39.4,49.6,290.0855,2.06,65
Burkina Faso,Africa,2018,90.9,178.9,328.765,11.61,50.5
Brunei Darussalam,Asia,2021,8.2,10,91.9455,0.4,75
Botswana,Africa,2023,40.1,50.2,269.3405,2.09,66.3
United Kingdom,Rest of Europe,2023,3.9,4.5,68.7755,64.6,81.3
United States,North America,2023,5.9,6.9,105.6355,318.39,78.8
Cabo Verde,Africa,2020,26.3,31.6,141.6955,0.44,69.6
Luxembourg,European Union,2021,3.1,3.8,87.4675,0.45,77.7
Chile,South America,2015,7.6,9,100.081,16.35,77.9
Cambodia,Asia,2017,43.2,51.3,202.626,13.88,65.4
Iceland,Rest of Europe,2023,2.6,3.2,58.873,0.3,81.5
Myanmar,Asia,2022,59.1,79.7,228.498,48.56,61.3
Bulgaria,European Union,2018,9.3,11.1,145.527,7.44,73.4
Russian Federation,Rest of Europe,2023,11.1,13.8,318.6295,143.52,65.5
Norway,Rest of Europe,2018,3.9,4.9,83.859,4.49,78.6
"Iran, Islamic Rep.",Middle East,2022,14.4,16.8,85.1195,76.48,75.2
Chad,Africa,2015,90.8,163.3,401.3725,10.46,48.9
Liberia,Africa,2021,68.3,94.2,258.0005,4.14,60.7
"Yemen, Rep.",Middle East,2018,68.8,95,253.0155,17.41,60.7
Croatia,European Union,2021,4.4,5.2,98.132,4.27,76.9
Liberia,Africa,2017,77.2,108.2,276.8845,3.61,58.2
Iceland,Rest of Europe,2018,3.2,4.1,78.916,0.28,79.7
Saudi Arabia,Middle East,2021,9.3,10.8,91.4105,29.15,74.3
Algeria,Africa,2022,30.1,35.1,123.162,32.69,72.6
Haiti,Central America and Caribbean,2018,74.5,103.9,305.806,8.46,57.1
Russian Federation,Rest of Europe,2020,13.8,17.2,316.457,145.31,65.1
"Micronesia, Fed. Sts.",Oceania,2020,26.8,32.3,170.0125,0.1,66.6
Cameroon,Africa,2019,85.8,140.9,410.6215,15.93,51.2
Indonesia,Asia,2019,27.9,33.8,184.039,241.83,69.2
Australia,Oceania,2022,3.5,4.1,60.215,23.13,82.1
"Egypt, Arab Rep.",Africa,2017,26,31.3,165.137,79.64,70
Austria,European Union,2023,4.1,4.9,83.48,8.23,79.3
North Macedonia,Rest of Europe,2018,9.7,11,108.3685,2.05,74.4
France,European Union,2016,3.2,4.4,87.7925,64.02,81.1
Samoa,Oceania,2023,16.1,18.7,114.527,0.19,72.5
Angola,Africa,2022,63.7,98.5,249.2235,26.02,58.1
Bosnia and Herzegovina,Rest of Europe,2015,5.4,6.3,96.067,3.43,76.9
China,Asia,2021,10.6,13.5,88.5285,1354.19,75
Benin,Africa,2023,64.4,99.8,245.6915,10.29,60.3
Ethiopia,Africa,2023,45.2,65.9,229.3955,98.09,64.5
Mali,Africa,2019,76.7,130.3,285.833,15.05,55.3
North Macedonia,Rest of Europe,2018,14.3,16,123.006,2.03,72.9
Uruguay,South America,2018,9.7,11.2,113.037,3.35,76.6
Bangladesh,Asia,2018,40.7,51.8,143.4765,145.92,69.5
South Africa,Africa,2018,38.4,60.3,473.875,50.48,56.5
Comoros,Africa,2023,69.8,96.7,261.5155,0.61,60.1
Central African Republic,Africa,2021,94.5,136.2,453.1605,4.44,48.6
South Africa,Africa,2023,49.4,78.8,508.6085,47.88,53.4
Ecuador,South America,2019,16.3,19,133.788,15.01,75.1
Tunisia,Africa,2019,23.4,27.9,109.8335,9.79,73.4
France,European Union,2020,3.7,5.1,98.657,61.81,79.3
Peru,South America,2023,12.7,16.4,125.6385,30.09,75.5
Brunei Darussalam,Asia,2015,8.8,10.6,88.093,0.41,75.3
Ireland,European Union,2020,5.5,6.5,86.879,3.93,77.6
Central African Republic,Africa,2021,107.7,164.2,542.026,3.88,44.2
Timor-Leste,Oceania,2019,80.6,102.1,259.1975,0.9,59.9
Cote d'Ivoire,Africa,2021,89.6,133.1,461.2065,17.6,49.6
Lesotho,Africa,2018,70,106.9,568.77,2.03,47.7
Trinidad and Tobago,Central America and Caribbean,2022,18.4,20.6,171.224,1.35,72.6
Senegal,Africa,2021,59.2,107,246.5465,10.54,59.3
Bulgaria,European Union,2021,8.2,9.8,135.0865,7.31,74.3
United Kingdom,Rest of Europe,2015,3.8,4.5,69.3335,65.12,81
France,European Union,2021,3.1,4.1,80.3445,65.66,82
Portugal,European Union,2021,3,3.7,80.7525,10.51,80.4
Lesotho,Africa,2020,71.2,110.7,642.4155,2.03,44.9
Guatemala,Central America and Caribbean,2017,30.8,37.8,185.0735,13.74,70.8
Slovak Republic,European Union,2019,5.8,7,121.948,5.39,75.1
Sierra Leone,Africa,2019,135.6,219.4,519.6305,4.75,40.4
Somalia,Africa,2021,91,147.8,320.8515,12.72,54.7
Seychelles,Africa,2018,12,14,157.0575,0.09,73.1
Algeria,Africa,2016,26.4,30.7,110.033,34.17,73.9
Niger,Africa,2015,51.8,93.8,249.086,20,60.6
Malta,European Union,2021,5.8,6.6,54.218,0.42,80.7
"Egypt, Arab Rep.",Africa,2021,32,39.4,172.614,72.83,69.1
Libya,Africa,2021,12.9,15,138.3255,6.29,71.9
Armenia,Rest of Europe,2015,12.6,14.1,125.4875,2.93,74.5
Suriname,South America,2021,19.6,22,174.3515,0.54,70.9
Mexico,North America,2021,15.4,17.9,115.0265,117.27,75
Guinea-Bissau,Africa,2018,105,173.8,304.371,1.2,50.4
Fiji,Oceania,2023,19.7,23.1,210.0095,0.82,66.3
Qatar,Middle East,2018,8,9.4,60.075,1.65,78.9
Bangladesh,Asia,2017,42.7,54.7,145.5585,144.3,69.1
Philippines,Asia,2021,27.3,35.5,212.4255,83.05,68.9
Maldives,Asia,2021,10.4,12.1,74.337,0.4,76.7
Uganda,Africa,2015,61.6,99.6,420.308,28.57,52.8
"Bahamas, The",Central America and Caribbean,2023,14.4,16.8,178.7335,0.32,72
Malaysia,Asia,2016,6.9,8.1,129.098,26.72,73.9
Togo,Africa,2021,55.2,83.5,282.047,6.77,58.7
Turkmenistan,Asia,2021,49.2,58.6,226.9195,4.66,64.4
Barbados,Central America and Caribbean,2021,14.3,15.7,120.787,0.27,77.7
Azerbaijan,Asia,2018,34.7,39.9,137.841,8.95,70.6
Czechia,European Union,2018,2.9,3.5,100.7625,10.44,77.1
Belarus,Rest of Europe,2022,3.5,4.6,184.4715,9.44,72.5
Luxembourg,European Union,2016,2.5,3.1,78.1125,0.48,79.4
Croatia,European Union,2020,6.6,7.7,120.782,4.3,74.7
Bangladesh,Asia,2015,31,38.1,129.753,156.26,71.5
Lao PDR,Asia,2018,54,71.7,221.876,6.15,63.8
Niger,Africa,2022,82.3,181.5,284.279,13.13,52.7
Saudi Arabia,Middle East,2019,10.5,12.3,94.533,27.42,73.9
Switzerland,Rest of Europe,2018,4.7,5.6,76.677,7.18,79.7
"Venezuela, RB",South America,2016,15,17.4,151.3355,27.25,73
Brazil,South America,2020,16,17.9,152.5765,197.51,73.9
Djibouti,Africa,2021,59.3,72.2,258.4125,0.87,61.4
Tanzania,Africa,2022,43,62.7,271.267,48.48,61.4
Russian Federation,Rest of Europe,2018,15.5,19.3,300.6055,146.6,65.5
Benin,Africa,2018,70.9,111.3,257.297,8.94,59
Bhutan,Asia,2021,49.7,65,268.3975,0.63,63.6
Vanuatu,Oceania,2021,24.5,29.3,138.2035,0.25,69.4
Paraguay,South America,2017,23.2,27.7,155.128,6.08,72.3
Cabo Verde,Africa,2023,23.5,28.1,138.181,0.46,70.4
Cyprus,European Union,2020,4.8,5.6,66.799,0.98,78.3
Kenya,Africa,2021,38.2,54.1,239.072,44.34,62.7
Moldova,Rest of Europe,2023,17.1,20.1,231.378,2.89,67.8
Angola,Africa,2023,60.5,92.9,246.0945,26.94,58.8
Philippines,Asia,2016,25.7,33,209.3845,89.41,69.4
Bolivia,South America,2022,45.4,59.6,223.692,9.07,64.8
Antigua and Barbuda,Central America and Caribbean,2015,10.1,12.3,144.8485,0.08,75.2
Sri Lanka,Asia,2021,8.9,10.4,115.4885,20.43,75.8
Romania,European Union,2018,11.1,13.1,147.816,20.37,73.3
Sierra Leone,Africa,2023,124.1,195.5,471.7,5.65,44.5
Suriname,South America,2019,20.6,23.1,179.6485,0.53,70.5
Honduras,Central America and Caribbean,2017,21.5,25.5,157.2385,7.98,72.8
Turkiye,Middle East,2019,29,35.3,141.1915,64.19,70.6
Estonia,European Union,2017,4.3,5.5,164.1015,1.34,73.8
Switzerland,Rest of Europe,2019,4.6,5.5,73.0875,7.23,80.2
Tajikistan,Asia,2021,35,40.3,138.2825,7.87,69.3
Somalia,Africa,2015,83.6,134.3,308.303,13.8,55.9
Algeria,Africa,2023,21.9,25.5,97.277,38.92,75.9
Thailand,Asia,2022,10.2,11.8,152.5305,68.14,75.4
Niger,Africa,2021,86.2,193.1,286.923,12.65,52
Cyprus,European Union,2022,2.5,3,53.6265,1.14,80
United Arab Emirates,Middle East,2018,9.6,11.1,98.7545,3.13,74.3
Brazil,South America,2022,14.9,16.7,148.2705,201.04,74.5
Uzbekistan,Asia,2015,17.3,19.3,140.815,31.3,70.9
Eritrea,Africa,2020,37.9,53.1,281.703,3.21,62.7
Malawi,Africa,2017,56.5,94.5,454.9405,13.73,52.2
Cote d'Ivoire,Africa,2019,93.7,140.1,462.512,16.85,49.5
Estonia,European Union,2019,3.6,4.6,135.396,1.33,75.4
Canada,North America,2016,5.1,6,73.6155,32.89,80.5
Bahrain,Middle East,2022,6.7,7.8,68.52,1.32,76.5
Azerbaijan,Asia,2023,24.9,28.2,127.294,9.54,72
Dominican Republic,Central America and Caribbean,2019,28.9,35.1,169.4285,9.7,72
Belarus,Rest of Europe,2015,6.2,8,239.1545,9.6,69.4
Belize,Central America and Caribbean,2018,20,23.6,193.722,0.25,68.8
Ghana,Africa,2023,40.2,57.1,248.088,27.22,62.4
"Congo, Dem. Rep.",Africa,2020,102.2,150.4,333.0325,49.87,51.4
Russian Federation,Rest of Europe,2017,9,11.2,270.024,142.74,67.9
Uruguay,South America,2018,14.8,17,126.459,3.32,74.7
Kenya,Africa,2023,48,76.3,402.62,36.62,54.7
Latvia,European Union,2021,9.7,11.9,217.6585,2.29,71.3
Cambodia,Asia,2019,37.3,43.8,194.613,14.31,66.6
Peru,South America,2021,13.9,17.9,128.7765,29.51,75
Ghana,Africa,2017,50.5,75.3,263.346,23.56,60.2
Argentina,South America,2015,14.4,16.1,129.945,39.29,74.6
Mauritius,Africa,2022,13.5,15.8,163.0965,1.22,72.3
Comoros,Africa,2022,57.2,76.9,232.3135,0.74,62.9
Uruguay,South America,2015,7.6,8.9,105.685,3.41,77.4
India,Asia,2022,57.8,77.8,210.2435,1129.62,64.1
Ireland,European Union,2021,5.1,6,81.688,4,78.1
Lao PDR,Asia,2017,56.3,75.4,226.723,6.05,63.3
North Macedonia,Rest of Europe,2022,9.4,10.6,100.0635,2.06,75.4
Oman,Middle East,2023,9.7,11.2,90.9325,4.03,76.6
Paraguay,South America,2021,20.8,24.6,147.7,6.42,73.1
Timor-Leste,Oceania,2023,65.7,80.9,204.4285,1,63.9
Belarus,Rest of Europe,2018,4.6,6.1,221.6415,9.5,70.4
Malaysia,Asia,2023,6.8,8,123.1955,29.87,75.3
Tonga,Oceania,2015,12.3,14.3,148.674,0.1,69.9
United States,North America,2020,6.9,8.2,114.049,287.63,76.9
Argentina,South America,2018,13.3,14.9,125.542,40.48,75.1
Pakistan,Asia,2019,82.6,105,186.6995,145.98,63.1
Burkina Faso,Africa,2021,64.4,112.5,271.8335,16.57,58.4
Philippines,Asia,2017,25.3,32.5,208.4315,90.9,69.5
Greece,European Union,2019,5.2,6,81.3035,10.86,78.4
Mauritius,Africa,2023,13.4,15.6,161.214,1.23,72.4
Georgia,Rest of Europe,2020,11.6,13,167.4725,3.76,71.8
Sierra Leone,Africa,2020,132.9,213.9,507.937,4.97,41.4
Saudi Arabia,Middle East,2015,13.4,15.5,100.432,24.5,73.4
Bangladesh,Asia,2021,35.6,44.4,137.2305,151.01,70.6
Guyana,South America,2018,37,46.4,230.6765,0.75,65.2
Benin,Africa,2021,67,104.4,251.1665,9.73,59.8
Somalia,Africa,2022,104.4,172.7,343.935,10.13,52
Jordan,Middle East,2018,22.5,26.8,131.69,5.12,71.7
Suriname,South America,2023,23.5,26.5,197.449,0.5,68.9
Ghana,Africa,2021,43.4,62.7,255,26,61.7
Portugal,European Union,2018,5.5,7.2,109.6325,10.29,76.3
"Gambia, The",Africa,2020,44.5,70.6,272.4825,1.85,59.9
Russian Federation,Rest of Europe,2016,9.6,11.9,273.832,142.81,67.6
Romania,European Union,2021,17,20,168.663,21.57,71.3
United States,North America,2022,6,7,104.681,316.06,78.7
Libya,Africa,2019,14.2,16.6,135.3795,6.2,72
China,Asia,2020,25.6,31.5,106.982,1280.4,72.1
Tonga,Oceania,2022,10.9,12.6,137.313,0.1,70.3
Papua New Guinea,Oceania,2018,53.6,71.1,274.1065,5.85,59.3
Timor-Leste,Oceania,2016,58.8,71.6,174.443,1.04,65.6
Mali,Africa,2020,74.6,125.6,283.9665,15.51,55.7
Ethiopia,Africa,2015,66.1,102.8,322.4755,78.49,57.3
Mozambique,Africa,2023,86.9,132,419.3965,20.49,50.4
Netherlands,European Union,2019,3.7,4.4,64.5455,16.62,80.7
Bahrain,Middle East,2019,10.3,12,86.116,0.7,74.6
Chile,South America,2015,6.7,7.9,88.8665,17.97,79.6
Brunei Darussalam,Asia,2020,7.9,9.8,101.907,0.35,73.3
Germany,European Union,2015,3.3,3.9,71.312,81.69,80.6
Luxembourg,European Union,2023,2.8,3.4,79.786,0.47,79.4
Argentina,South America,2016,14,15.7,128.4145,39.68,74.8
Estonia,European Union,2020,3.3,4.2,137.323,1.33,76.2
Singapore,Asia,2022,2.4,3,69.3965,4.17,79.5
Bulgaria,European Union,2023,11,13.3,155.837,7.66,72.6
Sweden,European Union,2019,3.4,4.1,71.28,8.9,79.8
Guinea,Africa,2018,75.9,120.3,295.2,9.96,56.3
Sweden,European Union,2018,3.4,4.1,71.72,8.87,79.6
Ecuador,South America,2015,19.2,22.6,143.277,14.06,74.3
Uzbekistan,Asia,2018,27.5,31.3,162.9475,27.77,69.4
China,Asia,2018,29.9,36.7,112.89,1262.65,71.4
Solomon Islands,Oceania,2020,25.1,30.1,214.212,0.44,68.2
Afghanistan,Asia,2016,71.9,99.9,264.6415,27.1,59.4
Tunisia,Africa,2022,15,17.5,94.3265,10.95,75.6
Guinea,Africa,2023,69.5,109.2,269.2475,11.15,59
Jordan,Middle East,2022,15.8,18.4,112.171,8.52,73.9
Eswatini,Africa,2019,54.7,85.5,507.805,1.06,46.6
Samoa,Oceania,2023,16.5,19.3,152.911,0.18,70.4
Uzbekistan,Asia,2020,45.7,53.9,188.7425,25.27,67.6
Ghana,Africa,2015,53.5,80.6,272.4865,22.38,59.2
Angola,Africa,2018,121.5,204.4,371.4315,16.4,46.5
Nepal,Asia,2019,36.6,45.9,177.189,27.01,67.6
"Congo, Rep.",Africa,2016,49.8,74,343.5545,3.88,57.5
Spain,European Union,2023,2.8,3.4,57.9985,46.48,83.2
Poland,European Union,2018,5.5,6.3,135.045,38.15,75.7
Liberia,Africa,2015,64.4,88.3,241.0125,4.47,62.3
Saudi Arabia,Middle East,2017,11.9,13.8,97.655,25.89,73.6
Belize,Central America and Caribbean,2020,15.7,18.3,181.527,0.33,72.6
Angola,Africa,2020,71.5,112.5,261.2865,24.22,56.3
Cote d'Ivoire,Africa,2018,76.6,109.9,423.638,20.06,52.3
Guyana,South America,2021,29.4,35.9,213.861,0.76,68.6
Bolivia,South America,2023,26.6,33,187.265,10.71,69.9
Georgia,Rest of Europe,2016,17.1,19.1,180.6545,3.86,70.8
Denmark,European Union,2015,3.5,4.1,67.171,5.68,80.7
Greece,European Union,2021,4.6,5.2,79.9905,10.93,78.8
Eswatini,Africa,2017,61.1,101.9,555.8025,1.05,44.2
Hungary,European Union,2015,6.1,7.2,176.8035,10.07,73.1
Lao PDR,Asia,2020,71.3,98.9,262.1635,5.49,59.9
Rwanda,Africa,2015,34.6,47.7,203.574,11.37,67.5
Tanzania,Africa,2022,61.9,99.9,412.161,37.38,53.6
Thailand,Asia,2020,11.2,13,157.2635,67.52,74.6
Hungary,European Union,2023,6.4,7.5,181.871,10.09,72.6
Botswana,Africa,2019,39.5,51.4,361.955,1.99,60.2
Norway,Rest of Europe,2016,3,3.7,67.0805,4.71,80.4
Somalia,Africa,2023,85.9,138.4,312.486,13.42,55.5
Greece,European Union,2016,3.6,4.1,78.1635,11.05,79.4
Kenya,Africa,2019,57.8,94.2,484.2665,32.85,51.1
Vanuatu,Oceania,2023,24.1,28.8,133.54,0.26,69.7
North Macedonia,Rest of Europe,2016,10.9,12.3,112.9495,2.04,73.8
Niger,Africa,2020,59.3,114.5,264.2335,17.11,58.1
Japan,Asia,2019,2.4,3.2,62.1335,128.07,82.8
Syrian Arab Republic,Middle East,2019,18.9,22.1,121.421,16.77,73.4
Ethiopia,Africa,2019,83.8,134.6,386.2285,68.16,52.6
Paraguay,South America,2019,27.4,33.1,167.8405,5.43,70.8
"Bahamas, The",Central America and Caribbean,2020,14.1,16.5,184.93,0.31,72
Comoros,Africa,2020,72,100.1,269.966,0.57,59.6
Eritrea,Africa,2022,47.8,70.5,348.2365,2.72,57.9
Belize,Central America and Caribbean,2016,17.3,20.3,181.755,0.3,70.6
Cuba,Central America and Caribbean,2020,5,6.2,94.0575,11.24,78.4
"Micronesia, Fed. Sts.",Oceania,2023,24.9,29.9,166.2535,0.11,67.2
Chad,Africa,2016,89.2,159.6,398.4555,10.82,49.3
"Egypt, Arab Rep.",Africa,2015,28.2,34.2,168.835,76.87,69.6
Morocco,Africa,2017,30.1,35,91.2925,31.54,73.5
Mongolia,Asia,2022,35.9,44.9,256.5495,2.5,64.7
Trinidad and Tobago,Central America and Caribbean,2022,23.5,26.4,187.6595,1.29,70.4
Russian Federation,Rest of Europe,2021,7.9,9.8,228.0705,143.2,70.1
Burkina Faso,Africa,2016,75.4,139.5,294.591,14.25,54.8
Malta,European Union,2015,6,6.9,58.798,0.41,79.4
Turkiye,Middle East,2017,17.9,20.9,120.8415,70.42,73.6
Lithuania,European Union,2019,8.2,10.3,210.133,3.47,71.7
Mauritius,Africa,2017,12.7,14.9,155.438,1.24,72.6
Mauritius,Africa,2015,12.8,14.5,144.3615,1.26,74.4
Sweden,European Union,2016,2.7,3.3,62.5915,9.15,80.9
Comoros,Africa,2018,72.4,100.6,271.363,0.54,59.5
China,Asia,2022,21.4,26.3,104.0095,1296.08,72.7
Mauritius,Africa,2020,12.6,14.6,149.406,1.25,73.3
Sri Lanka,Asia,2023,7.9,9.3,111.2825,20.78,76.1
Azerbaijan,Asia,2015,41.5,48.6,146.13,8.48,69.3
Libya,Africa,2018,24.1,28.1,144.2975,5.36,70.9
Cabo Verde,Africa,2020,21.3,25.2,132.5345,0.5,71.2
Denmark,European Union,2016,3.8,4.5,92.724,5.46,78.2
Albania,Rest of Europe,2021,20.4,23,86.2855,3.04,74.8
Turkmenistan,Asia,2020,51.9,62.2,230.952,4.61,64.1
Guatemala,Central America and Caribbean,2020,38.1,48.1,200.3665,12.15,68.7
Namibia,Africa,2015,37.3,65.4,499.055,1.97,51.6
Lao PDR,Asia,2021,68.7,94.8,256.0445,5.58,60.5
Chile,South America,2018,7.5,8.8,96.76,16.89,78.6
Albania,Rest of Europe,2017,14.1,15.8,82.1105,2.95,75.9
"Venezuela, RB",South America,2018,18.4,21.6,160.565,24.19,72.1
Turkiye,Middle East,2023,22,26.2,128.5785,67.9,72.4
United Kingdom,Rest of Europe,2022,5.2,6.1,80.819,59.99,78.7
Kuwait,Middle East,2022,7.9,9.2,60.4675,3.53,74.9
Kenya,Africa,2020,55.5,89.8,488.1705,33.75,51.6
